Data As Of,Start Week,End Week,MMWRyear,MMWRweek,Week Ending Date,Group,Indicator,Jurisdiction,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths,Pneumonia or Influenza,"Pneumonia, Influenza, or COVID-19 Deaths"
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Alabama,All Ages,0,1098,67,,72,72
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Alaska,All Ages,0,91,,,,
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Arizona,All Ages,0,1278,83,,87,87
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Arkansas,All Ages,0,697,57,,63,63
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,California,All Ages,0,5865,465,43,508,508
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Colorado,All Ages,0,839,47,,52,52
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Connecticut,All Ages,0,638,34,,35,35
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Delaware,All Ages,0,207,11,0,11,11
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,District of Columbia,All Ages,0,95,,,,
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Florida,All Ages,0,4240,246,31,277,277
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Georgia,All Ages,0,1813,112,22,134,134
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Hawaii,All Ages,0,240,26,,28,28
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Idaho,All Ages,0,279,19,,21,21
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Illinois,All Ages,0,2261,146,,149,149
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Indiana,All Ages,0,1445,118,13,131,131
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Iowa,All Ages,0,667,36,,39,39
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Kansas,All Ages,0,605,51,,60,60
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Kentucky,All Ages,0,1097,93,10,103,103
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Louisiana,All Ages,0,930,53,,56,56
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Maine,All Ages,0,325,22,0,22,22
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Maryland,All Ages,0,1066,90,12,102,102
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Massachusetts,All Ages,0,1215,93,,97,97
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Michigan,All Ages,0,2062,115,13,128,128
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Minnesota,All Ages,0,994,62,,69,69
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Mississippi,All Ages,0,675,61,,63,63
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Missouri,All Ages,0,1266,76,,81,81
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Montana,All Ages,0,234,15,,16,16
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Nebraska,All Ages,0,346,24,,30,30
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Nevada,All Ages,0,506,40,,43,43
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,New Hampshire,All Ages,0,266,18,,19,19
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,New Jersey,All Ages,0,1641,76,,82,82
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,New Mexico,All Ages,0,433,32,10,42,42
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,New York,All Ages,0,2202,204,14,218,218
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,New York City,All Ages,0,1117,85,16,101,101
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,North Carolina,All Ages,0,1980,125,,134,134
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,North Dakota,All Ages,0,142,,,,
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Ohio,All Ages,0,2558,138,15,153,153
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Oklahoma,All Ages,0,929,82,,89,89
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Oregon,All Ages,0,741,42,11,53,53
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Pennsylvania,All Ages,0,2772,168,17,185,185
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Rhode Island,All Ages,0,225,15,,16,16
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,South Carolina,All Ages,0,1103,87,15,102,102
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,South Dakota,All Ages,0,176,17,,18,18
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Tennessee,All Ages,0,1558,121,23,144,144
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Texas,All Ages,0,4239,306,42,348,348
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Utah,All Ages,0,374,23,,24,24
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Vermont,All Ages,0,101,,0,,
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Virginia,All Ages,0,1454,82,,90,90
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Washington,All Ages,0,1183,80,11,91,91
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,West Virginia,All Ages,0,485,44,,46,46
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Wisconsin,All Ages,0,1121,63,,65,65
11/2/23,12/29/19,1/4/20,2020,1,1/4/20,By Week,Week-ending,Wyoming,All Ages,0,154,,,10,10
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Alabama,All Ages,0,1152,83,,92,92
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Alaska,All Ages,0,108,,0,,
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Arizona,All Ages,0,1352,86,,94,94
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Arkansas,All Ages,0,694,54,,58,58
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,California,All Ages,0,5844,427,52,479,479
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Colorado,All Ages,0,854,51,,58,58
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Connecticut,All Ages,0,624,48,,53,53
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Delaware,All Ages,0,188,,,10,10
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,District of Columbia,All Ages,0,98,,0,,
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Florida,All Ages,0,4315,262,27,289,289
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Georgia,All Ages,0,1803,99,26,125,125
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Hawaii,All Ages,0,241,18,,19,19
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Idaho,All Ages,0,288,16,,19,19
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Illinois,All Ages,0,2325,158,13,171,171
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Indiana,All Ages,0,1391,107,13,120,120
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Iowa,All Ages,0,650,48,,49,49
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Kansas,All Ages,,582,42,,47,47
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Kentucky,All Ages,0,1062,101,,105,105
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Louisiana,All Ages,0,952,60,,66,66
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Maine,All Ages,0,330,20,,22,22
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Maryland,All Ages,0,1072,86,,89,89
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Massachusetts,All Ages,0,1238,70,,78,78
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Michigan,All Ages,0,2101,136,10,146,146
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Minnesota,All Ages,0,946,59,,68,68
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Mississippi,All Ages,0,673,52,,53,53
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Missouri,All Ages,0,1292,76,10,86,86
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Montana,All Ages,0,213,12,,15,15
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Nebraska,All Ages,0,358,34,,43,43
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Nevada,All Ages,0,531,30,,32,32
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,New Hampshire,All Ages,0,267,18,,21,21
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,New Jersey,All Ages,0,1602,98,,105,105
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,New Mexico,All Ages,0,424,26,,35,35
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,New York,All Ages,0,2139,182,15,197,197
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,New York City,All Ages,0,1114,92,,98,98
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,North Carolina,All Ages,0,1985,129,18,147,147
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,North Dakota,All Ages,0,147,,,13,13
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Ohio,All Ages,0,2633,159,13,172,172
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Oklahoma,All Ages,0,855,69,,78,78
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Oregon,All Ages,0,764,38,,43,43
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Pennsylvania,All Ages,0,2812,153,19,172,172
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Rhode Island,All Ages,0,199,18,,22,22
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,South Carolina,All Ages,0,1111,69,10,79,79
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,South Dakota,All Ages,0,159,14,,15,15
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Tennessee,All Ages,0,1601,145,27,172,172
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Texas,All Ages,0,4486,363,52,415,415
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Utah,All Ages,0,427,24,0,24,24
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Vermont,All Ages,0,116,,0,,
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Virginia,All Ages,0,1566,89,,94,94
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Washington,All Ages,0,1248,79,12,91,91
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,West Virginia,All Ages,0,491,38,,40,40
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Wisconsin,All Ages,0,1076,61,,69,69
11/2/23,1/5/20,1/11/20,2020,2,1/11/20,By Week,Week-ending,Wyoming,All Ages,0,89,,0,,
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Alabama,All Ages,0,1076,63,,70,70
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Alaska,All Ages,0,103,,0,,
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Arizona,All Ages,0,1262,67,,75,75
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Arkansas,All Ages,0,660,42,,48,48
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,California,All Ages,,5793,505,66,571,571
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Colorado,All Ages,0,834,57,,66,66
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Connecticut,All Ages,0,637,39,,45,45
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Delaware,All Ages,0,182,,,12,12
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,District of Columbia,All Ages,0,102,,,,
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Florida,All Ages,0,4277,250,37,287,287
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Georgia,All Ages,0,1733,97,22,119,119
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Hawaii,All Ages,0,209,22,,23,23
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Idaho,All Ages,0,292,16,,17,17
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Illinois,All Ages,0,2309,147,,154,154
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Indiana,All Ages,0,1378,101,,107,107
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Iowa,All Ages,0,634,52,,53,53
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Kansas,All Ages,0,600,41,,49,49
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Kentucky,All Ages,0,1045,98,17,115,115
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Louisiana,All Ages,0,950,47,,53,53
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Maine,All Ages,0,303,27,,28,28
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Maryland,All Ages,0,1002,92,,95,95
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Massachusetts,All Ages,0,1164,92,11,103,103
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Michigan,All Ages,0,1968,118,,125,125
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Minnesota,All Ages,0,950,65,,70,70
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Mississippi,All Ages,0,648,46,,48,48
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Missouri,All Ages,0,1270,81,,84,84
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Montana,All Ages,0,212,12,0,12,12
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Nebraska,All Ages,0,323,32,,36,36
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Nevada,All Ages,0,586,36,,41,41
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,New Hampshire,All Ages,0,245,15,,16,16
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,New Jersey,All Ages,0,1509,84,16,100,100
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,New Mexico,All Ages,0,414,26,,34,34
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,New York,All Ages,0,2186,187,21,208,208
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,New York City,All Ages,0,1131,99,18,117,117
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,North Carolina,All Ages,0,1874,137,12,149,149
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,North Dakota,All Ages,0,159,,0,,
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Ohio,All Ages,0,2474,156,10,166,166
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Oklahoma,All Ages,,871,76,,81,81
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Oregon,All Ages,0,776,51,,59,59
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Pennsylvania,All Ages,0,2848,162,14,176,176
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Rhode Island,All Ages,0,205,,,,
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,South Carolina,All Ages,0,1090,74,10,84,84
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,South Dakota,All Ages,0,167,15,,16,16
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Tennessee,All Ages,0,1498,132,16,148,148
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Texas,All Ages,0,4208,292,43,335,335
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Utah,All Ages,0,402,19,,21,21
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Vermont,All Ages,0,139,,,11,11
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Virginia,All Ages,0,1495,79,,84,84
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Washington,All Ages,0,1216,66,14,80,80
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,West Virginia,All Ages,0,543,34,,36,36
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Wisconsin,All Ages,0,1152,53,,54,54
11/2/23,1/12/20,1/18/20,2020,3,1/18/20,By Week,Week-ending,Wyoming,All Ages,0,113,11,0,11,11
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Alabama,All Ages,,1090,70,,77,78
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Alaska,All Ages,0,102,,0,,
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Arizona,All Ages,0,1239,90,12,102,102
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Arkansas,All Ages,0,621,40,,44,44
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,California,All Ages,0,5800,443,71,514,514
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Colorado,All Ages,0,847,50,21,71,71
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Connecticut,All Ages,0,649,29,,36,36
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Delaware,All Ages,0,202,,,12,12
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,District of Columbia,All Ages,0,102,,0,,
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Florida,All Ages,0,4259,238,36,274,274
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Georgia,All Ages,0,1816,110,20,130,130
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Hawaii,All Ages,0,236,11,,13,13
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Idaho,All Ages,0,272,16,,17,17
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Illinois,All Ages,0,2294,164,18,182,182
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Indiana,All Ages,0,1404,95,,101,101
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Iowa,All Ages,0,642,61,,67,67
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Kansas,All Ages,0,586,49,11,60,60
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Kentucky,All Ages,0,951,77,,85,85
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Louisiana,All Ages,0,959,52,,56,56
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Maine,All Ages,0,315,28,,30,30
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Maryland,All Ages,0,1035,62,,70,70
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Massachusetts,All Ages,0,1304,84,15,99,99
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Michigan,All Ages,0,2041,110,,118,118
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Minnesota,All Ages,0,952,73,,78,78
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Mississippi,All Ages,0,626,38,,41,41
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Missouri,All Ages,0,1310,75,,83,83
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Montana,All Ages,0,202,,0,,
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Nebraska,All Ages,0,364,24,,29,29
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Nevada,All Ages,0,562,39,,43,43
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,New Hampshire,All Ages,0,240,14,0,14,14
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,New Jersey,All Ages,0,1591,91,,100,100
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,New Mexico,All Ages,0,414,31,11,42,42
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,New York,All Ages,,2070,174,10,184,185
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,New York City,All Ages,0,1165,111,12,123,123
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,North Carolina,All Ages,0,1959,131,13,144,144
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,North Dakota,All Ages,0,138,11,,12,12
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Ohio,All Ages,0,2563,129,19,148,148
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Oklahoma,All Ages,0,833,79,,80,80
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Oregon,All Ages,0,751,34,,40,40
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Pennsylvania,All Ages,0,2769,178,20,198,198
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Rhode Island,All Ages,0,195,15,,16,16
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,South Carolina,All Ages,0,1064,56,10,66,66
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,South Dakota,All Ages,0,155,11,,13,13
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Tennessee,All Ages,0,1446,106,18,124,124
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Texas,All Ages,0,4065,296,30,326,326
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Utah,All Ages,0,374,25,10,35,35
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Vermont,All Ages,0,117,10,,11,11
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Virginia,All Ages,0,1477,73,16,89,89
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Washington,All Ages,0,1189,76,,82,82
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,West Virginia,All Ages,0,464,39,,42,42
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Wisconsin,All Ages,,1097,57,,61,62
11/2/23,1/19/20,1/25/20,2020,4,1/25/20,By Week,Week-ending,Wyoming,All Ages,0,102,,0,,
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Alabama,All Ages,0,1060,55,16,71,71
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Alaska,All Ages,0,91,,,,
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Arizona,All Ages,0,1248,71,12,83,83
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Arkansas,All Ages,0,689,57,,65,65
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,California,All Ages,0,5665,426,59,485,485
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Colorado,All Ages,0,787,44,,50,50
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Connecticut,All Ages,0,673,42,11,53,53
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Delaware,All Ages,0,197,16,0,16,16
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,District of Columbia,All Ages,0,122,11,0,11,11
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Florida,All Ages,0,4301,234,34,268,268
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Georgia,All Ages,0,1797,92,,98,98
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Hawaii,All Ages,0,243,18,0,18,18
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Idaho,All Ages,0,253,12,,13,13
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Illinois,All Ages,0,2213,161,18,179,179
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Indiana,All Ages,0,1370,93,,100,100
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Iowa,All Ages,0,626,54,,56,56
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Kansas,All Ages,0,567,38,,47,47
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Kentucky,All Ages,0,981,90,,98,98
11/2/23,1/26/20,2/1/20,2020,5,2/1/20,By Week,Week-ending,Louisiana,All Ages,0,965,41,,45,45
