Data As Of,Start Week,End Week,MMWRyear,MMWRweek,Week Ending Date,Group,Indicator,Jurisdiction,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths,Pneumonia or Influenza,"Pneumonia, Influenza, or COVID-19 Deaths"
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,New Mexico,All Ages,14,440,33,0,33,41
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,New York,All Ages,86,2116,150,,152,215
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,New York City,All Ages,38,1031,88,0,88,113
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,North Carolina,All Ages,63,2090,149,,151,190
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,North Dakota,All Ages,,144,12,,13,14
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,Ohio,All Ages,93,2532,123,,126,193
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,Oklahoma,All Ages,29,860,81,,82,102
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,Oregon,All Ages,20,835,46,,48,61
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,Pennsylvania,All Ages,94,2689,156,,159,231
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,Rhode Island,All Ages,,196,,0,,
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,South Carolina,All Ages,25,1163,59,,62,81
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,South Dakota,All Ages,,155,15,,16,21
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,Tennessee,All Ages,40,1539,109,,111,136
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,Texas,All Ages,114,4417,312,,316,381
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,Utah,All Ages,,370,24,,25,30
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,Vermont,All Ages,,128,10,0,10,12
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,Virginia,All Ages,50,1531,83,0,83,109
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,Washington,All Ages,33,1341,76,,78,93
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,West Virginia,All Ages,18,442,35,0,35,43
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,Wisconsin,All Ages,26,1105,62,0,62,81
11/2/23,3/5/23,3/11/23,2023,10,3/11/23,By Week,Week-ending,Wyoming,All Ages,,122,11,0,11,14
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Alabama,All Ages,22,1116,61,0,61,77
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Alaska,All Ages,,104,,0,,
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Arizona,All Ages,38,1309,82,,83,105
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Arkansas,All Ages,13,684,48,,49,56
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,California,All Ages,155,6093,423,,428,516
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Colorado,All Ages,24,878,45,0,45,60
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Connecticut,All Ages,22,648,50,0,50,67
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Delaware,All Ages,,240,10,0,10,13
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,District of Columbia,All Ages,,89,,0,,
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Florida,All Ages,103,4412,279,,285,348
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Georgia,All Ages,41,1789,88,0,88,114
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Hawaii,All Ages,,294,14,0,14,16
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Idaho,All Ages,17,342,24,0,24,34
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Illinois,All Ages,63,2156,122,,123,169
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Indiana,All Ages,49,1433,103,0,103,131
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Iowa,All Ages,29,620,29,0,29,48
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Kansas,All Ages,18,622,51,,52,64
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Kentucky,All Ages,34,1012,78,,80,104
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Louisiana,All Ages,18,942,41,0,41,53
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Maine,All Ages,15,320,24,,25,35
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Maryland,All Ages,29,1045,59,,60,86
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Massachusetts,All Ages,29,1201,83,,84,103
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Michigan,All Ages,75,2069,132,,135,183
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Minnesota,All Ages,45,1004,73,0,73,107
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Mississippi,All Ages,13,662,35,,37,47
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Missouri,All Ages,36,1316,86,0,86,112
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Montana,All Ages,,241,17,0,17,23
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Nebraska,All Ages,,351,22,,23,30
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Nevada,All Ages,14,558,49,,50,55
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,New Hampshire,All Ages,,295,16,,17,20
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,New Jersey,All Ages,59,1539,85,0,85,133
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,New Mexico,All Ages,13,422,29,,32,40
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,New York,All Ages,80,2075,160,0,160,222
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,New York City,All Ages,23,1094,92,0,92,108
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,North Carolina,All Ages,61,2072,145,,147,189
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,North Dakota,All Ages,,130,,,10,14
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Ohio,All Ages,74,2589,141,0,141,185
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Oklahoma,All Ages,34,876,59,,62,91
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Oregon,All Ages,27,829,51,,52,71
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Pennsylvania,All Ages,96,2770,162,,164,234
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Rhode Island,All Ages,,215,10,0,10,14
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,South Carolina,All Ages,30,1158,72,0,72,88
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,South Dakota,All Ages,,179,12,,15,20
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Tennessee,All Ages,43,1581,98,,101,126
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Texas,All Ages,113,4380,275,,282,348
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Utah,All Ages,,402,18,0,18,25
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Vermont,All Ages,,133,16,0,16,21
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Virginia,All Ages,29,1557,64,0,64,88
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Washington,All Ages,38,1298,70,,71,93
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,West Virginia,All Ages,26,535,51,0,51,66
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Wisconsin,All Ages,43,1149,55,,56,81
11/2/23,3/12/23,3/18/23,2023,11,3/18/23,By Week,Week-ending,Wyoming,All Ages,,99,,0,,10
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Alabama,All Ages,27,1174,71,,73,91
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Alaska,All Ages,,102,,0,,
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Arizona,All Ages,30,1364,79,,80,94
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Arkansas,All Ages,12,686,43,0,43,51
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,California,All Ages,135,5610,424,,428,507
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Colorado,All Ages,24,867,49,0,49,62
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Connecticut,All Ages,15,561,59,,60,66
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Delaware,All Ages,10,205,15,0,15,22
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,District of Columbia,All Ages,,103,,0,,
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Florida,All Ages,95,4546,313,10,323,375
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Georgia,All Ages,47,1933,95,,96,127
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Hawaii,All Ages,,259,12,0,12,16
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Idaho,All Ages,16,311,16,0,16,25
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Illinois,All Ages,65,2147,138,,139,170
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Indiana,All Ages,38,1359,98,0,98,125
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Iowa,All Ages,21,625,44,,45,62
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Kansas,All Ages,24,604,43,0,43,57
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Kentucky,All Ages,49,1107,97,,98,133
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Louisiana,All Ages,22,970,41,,42,55
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Maine,All Ages,18,337,25,0,25,40
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Maryland,All Ages,24,1060,62,,63,80
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Massachusetts,All Ages,36,1151,68,,69,99
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Michigan,All Ages,60,2053,135,0,135,178
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Minnesota,All Ages,36,937,60,0,60,80
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Mississippi,All Ages,21,683,46,,47,60
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Missouri,All Ages,43,1398,92,0,92,116
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Montana,All Ages,,223,10,,11,17
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Nebraska,All Ages,26,399,26,0,26,45
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Nevada,All Ages,10,554,39,,40,46
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,New Hampshire,All Ages,,280,13,0,13,17
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,New Jersey,All Ages,36,1446,72,,73,98
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,New Mexico,All Ages,17,422,36,,37,43
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,New York,All Ages,69,2090,154,0,154,202
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,New York City,All Ages,16,1064,76,0,76,86
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,North Carolina,All Ages,50,2158,155,,157,183
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,North Dakota,All Ages,,118,,0,,10
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Ohio,All Ages,76,2545,133,,135,190
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Oklahoma,All Ages,35,835,68,,69,94
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Oregon,All Ages,19,836,54,0,54,64
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Pennsylvania,All Ages,87,2771,139,,144,214
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Rhode Island,All Ages,,211,10,0,10,14
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,South Carolina,All Ages,32,1118,66,,67,92
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,South Dakota,All Ages,,148,11,0,11,17
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Tennessee,All Ages,56,1576,111,,113,144
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Texas,All Ages,88,4564,268,,274,321
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Utah,All Ages,,426,27,0,27,31
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Vermont,All Ages,0,145,,0,,
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Virginia,All Ages,36,1542,88,,89,114
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Washington,All Ages,40,1297,81,,82,108
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,West Virginia,All Ages,19,488,42,,43,58
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Wisconsin,All Ages,39,1123,66,,67,89
11/2/23,3/19/23,3/25/23,2023,12,3/25/23,By Week,Week-ending,Wyoming,All Ages,,107,,0,,10
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Alabama,All Ages,24,1210,57,0,57,75
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Alaska,All Ages,0,118,,0,,
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Arizona,All Ages,32,1387,86,,87,104
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Arkansas,All Ages,,713,47,0,47,51
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,California,All Ages,128,5701,376,,377,449
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Colorado,All Ages,30,870,38,0,38,57
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Connecticut,All Ages,,574,36,,37,43
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Delaware,All Ages,,214,,0,,12
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,District of Columbia,All Ages,,99,11,0,11,13
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Florida,All Ages,94,4414,258,10,268,326
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Georgia,All Ages,39,1864,86,,88,114
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Hawaii,All Ages,,230,23,,24,26
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Idaho,All Ages,,298,13,0,13,16
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Illinois,All Ages,63,2239,135,,136,177
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Indiana,All Ages,31,1279,86,0,86,104
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Iowa,All Ages,12,672,29,,30,38
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Kansas,All Ages,,629,36,,37,42
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Kentucky,All Ages,35,1056,98,0,98,121
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Louisiana,All Ages,14,976,39,0,39,50
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Maine,All Ages,,316,31,0,31,35
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Maryland,All Ages,30,1009,70,0,70,94
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Massachusetts,All Ages,21,1147,67,,70,85
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Michigan,All Ages,60,1997,129,,131,167
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Minnesota,All Ages,29,934,59,,60,80
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Mississippi,All Ages,16,631,44,,45,57
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Missouri,All Ages,26,1336,82,,84,97
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Montana,All Ages,,211,,0,,11
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Nebraska,All Ages,12,380,17,0,17,26
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Nevada,All Ages,11,574,56,0,56,60
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,New Hampshire,All Ages,,260,11,0,11,15
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,New Jersey,All Ages,23,1459,80,0,80,94
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,New Mexico,All Ages,11,440,33,0,33,38
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,New York,All Ages,75,2061,152,0,152,212
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,New York City,All Ages,24,1045,80,0,80,98
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,North Carolina,All Ages,40,2058,113,0,113,141
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,North Dakota,All Ages,,124,12,0,12,14
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Ohio,All Ages,90,2591,155,,158,214
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Oklahoma,All Ages,35,858,74,0,74,98
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Oregon,All Ages,34,802,55,0,55,77
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Pennsylvania,All Ages,74,2760,172,,174,223
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Rhode Island,All Ages,,195,,0,,14
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,South Carolina,All Ages,21,1116,63,,64,73
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,South Dakota,All Ages,,156,,,10,11
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Tennessee,All Ages,34,1554,80,,82,106
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Texas,All Ages,75,4426,244,,248,288
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Utah,All Ages,,420,21,0,21,25
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Vermont,All Ages,,130,10,,11,15
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Virginia,All Ages,26,1457,61,,64,82
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Washington,All Ages,46,1316,67,0,67,94
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,West Virginia,All Ages,20,504,60,0,60,72
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Wisconsin,All Ages,26,1090,64,0,64,79
11/2/23,3/26/23,4/1/23,2023,13,4/1/23,By Week,Week-ending,Wyoming,All Ages,,113,,0,,
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Alabama,All Ages,25,1130,68,0,68,83
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Alaska,All Ages,0,100,,0,,
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Arizona,All Ages,25,1421,85,0,85,99
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Arkansas,All Ages,,666,50,,51,56
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,California,All Ages,122,5682,410,,411,486
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Colorado,All Ages,27,956,58,0,58,75
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Connecticut,All Ages,10,613,52,0,52,58
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Delaware,All Ages,,213,,0,,13
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,District of Columbia,All Ages,,86,,0,,
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Florida,All Ages,80,4287,279,,282,327
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Georgia,All Ages,31,1760,82,,83,106
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Hawaii,All Ages,,233,13,0,13,15
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Idaho,All Ages,,328,18,0,18,20
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Illinois,All Ages,54,2179,148,,149,181
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Indiana,All Ages,26,1342,82,,84,101
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Iowa,All Ages,25,635,38,,41,58
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Kansas,All Ages,16,588,38,,39,49
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Kentucky,All Ages,27,955,75,0,75,87
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Louisiana,All Ages,17,901,33,,34,48
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Maine,All Ages,,333,22,0,22,28
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Maryland,All Ages,20,1048,65,,67,81
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Massachusetts,All Ages,22,1111,65,,66,78
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Michigan,All Ages,61,2012,118,0,118,159
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Minnesota,All Ages,41,944,56,,58,88
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Mississippi,All Ages,18,635,49,,50,62
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Missouri,All Ages,35,1309,66,,69,85
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Montana,All Ages,,234,16,,17,18
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Nebraska,All Ages,18,343,26,0,26,39
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Nevada,All Ages,,587,30,,31,37
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,New Hampshire,All Ages,,284,14,0,14,17
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,New Jersey,All Ages,34,1394,85,,86,111
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,New Mexico,All Ages,13,453,37,0,37,42
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,New York,All Ages,50,2042,161,,162,198
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,New York City,All Ages,18,1018,71,,74,87
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,North Carolina,All Ages,39,1950,124,0,124,151
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,North Dakota,All Ages,,138,,,10,17
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Ohio,All Ages,63,2416,139,,140,180
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Oklahoma,All Ages,16,833,53,0,53,66
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Oregon,All Ages,23,847,44,,45,58
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Pennsylvania,All Ages,71,2602,151,,152,201
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Rhode Island,All Ages,,197,,0,,
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,South Carolina,All Ages,19,1063,50,0,50,64
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,South Dakota,All Ages,,175,14,0,14,17
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Tennessee,All Ages,46,1471,93,,95,128
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Texas,All Ages,76,4331,270,,275,314
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Utah,All Ages,,414,15,0,15,19
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Vermont,All Ages,,126,,0,,10
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Virginia,All Ages,34,1458,71,,73,97
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,Washington,All Ages,46,1359,89,0,89,113
11/2/23,4/2/23,4/8/23,2023,14,4/8/23,By Week,Week-ending,West Virginia,All Ages,13,503,42,,43,50
